timestamp,server_id,cpu_usage,memory_usage,disk_io,network_latency,is_anomaly
2026-05-27 11:37:21.371230,LEGACY-SRV-01,32.290985059571895,58.54062607927708,30.80395479082007,18.82996038644774,False
2026-05-27 11:37:21.371230,LEGACY-SRV-02,66.8300906227919,64.91720419431256,30.49015162945886,13.47494955387971,False
2026-05-27 11:37:21.371230,MAINFRAME-A,51.44977800285033,59.400003809277194,24.63448311549297,18.765152840382846,False
2026-05-27 11:37:21.371230,DB-CLUSTER-03,51.10460944518061,70.85563623833198,34.95101896740596,17.140663171186056,False
2026-05-27 11:52:21.371230,LEGACY-SRV-01,51.113099748963194,58.55538959699881,31.905425087014866,17.940064256654242,False
2026-05-27 11:52:21.371230,LEGACY-SRV-02,39.900521839257756,62.52663234714662,31.495002892893822,14.33007383986418,False
2026-05-27 11:52:21.371230,MAINFRAME-A,29.928707832680004,49.50941777776616,28.189131266584816,21.11381355339371,False
2026-05-27 11:52:21.371230,DB-CLUSTER-03,61.81987706731044,51.74664682593793,18.544575856960698,17.30864312749852,False
2026-05-27 12:07:21.371230,LEGACY-SRV-01,42.682399548614356,56.115681596056014,27.180991133238372,23.39983285213663,False
2026-05-27 12:07:21.371230,LEGACY-SRV-02,41.319635746819095,80.16270998990915,30.983462114982164,14.865318168796659,False
2026-05-27 12:07:21.371230,MAINFRAME-A,48.56371559685918,73.07690059635725,30.634464063122067,14.84159809485326,False
2026-05-27 12:07:21.371230,DB-CLUSTER-03,55.39483650377856,49.612681972148,38.764955678509864,16.68852078117739,False
2026-05-27 12:22:21.371230,LEGACY-SRV-01,50.72577787846497,58.802056568148814,32.63787087334706,19.748761248367746,False
2026-05-27 12:22:21.371230,LEGACY-SRV-02,93.19319590806077,70.01430621307777,25.969200178912367,19.429302238333605,True
2026-05-27 12:22:21.371230,MAINFRAME-A,94.16600291524217,44.32800291257888,26.137107223542916,15.688140186595536,True
2026-05-27 12:22:21.371230,DB-CLUSTER-03,47.9132564960488,79.99025386293694,31.40018135733029,19.283908854587366,False
2026-05-27 12:37:21.371230,LEGACY-SRV-01,56.47079424758775,64.353583259503,33.9536858212912,17.73929641669239,False
2026-05-27 12:37:21.371230,LEGACY-SRV-02,9.457731630569128,60.02893019856055,30.94119447291562,16.231238582001392,False
2026-05-27 12:37:21.371230,MAINFRAME-A,49.74758407814592,50.46153611068974,27.444592195685974,21.315979441638667,False
2026-05-27 12:37:21.371230,DB-CLUSTER-03,41.417338997595834,58.79725578529151,26.6814797870202,26.92698063853865,False
2026-05-27 12:52:21.371230,LEGACY-SRV-01,40.934092562633396,58.398092029845294,33.08110098135834,23.192003450001454,False
2026-05-27 12:52:21.371230,LEGACY-SRV-02,93.67932188001673,51.889767795677216,25.79334740087714,15.95911147820723,True
2026-05-27 12:52:21.371230,MAINFRAME-A,31.055055984691105,67.9552444835192,35.64410601391457,19.63421951277219,False
2026-05-27 12:52:21.371230,DB-CLUSTER-03,54.16795026029803,60.1230693769662,28.990929274056512,25.99040707138407,False
2026-05-27 13:07:21.371230,LEGACY-SRV-01,40.585260424918054,59.39523586830984,30.18087655999732,26.274876440528253,False
2026-05-27 13:07:21.371230,LEGACY-SRV-02,44.30969271845915,47.82536093374848,38.38266701000168,27.5425289408997,False
2026-05-27 13:07:21.371230,MAINFRAME-A,27.619833735133707,49.54920760698381,33.34474025857666,21.036173293317496,False
2026-05-27 13:07:21.371230,DB-CLUSTER-03,51.848450513146744,62.106048811719766,32.74204735416596,14.720334107269627,False
2026-05-27 13:22:21.371230,LEGACY-SRV-01,41.37283707527281,41.58418405747106,35.29432108508583,14.014033969996877,False
2026-05-27 13:22:21.371230,LEGACY-SRV-02,46.738612899303824,69.14426373087207,31.44787696830076,15.132586680184493,False
2026-05-27 13:22:21.371230,MAINFRAME-A,42.930280114874,57.47534280675892,28.131444299628765,25.256975513823985,False
2026-05-27 13:22:21.371230,DB-CLUSTER-03,48.11852873204106,61.76686466386485,21.888416161293758,24.32880045661726,False
2026-05-27 13:37:21.371230,LEGACY-SRV-01,21.335754071304883,50.543537913175,27.239998635957303,24.1021937581635,False
2026-05-27 13:37:21.371230,LEGACY-SRV-02,30.361217297696474,54.174417092081626,29.458604941688236,16.64261618002356,False
2026-05-27 13:37:21.371230,MAINFRAME-A,45.29383176316963,68.3105193461138,31.31914765353183,26.68861118956766,False
2026-05-27 13:37:21.371230,DB-CLUSTER-03,27.94766650237016,67.67834379274103,26.381815466626705,21.330566791830062,False
2026-05-27 13:52:21.371230,LEGACY-SRV-01,34.56926055979686,74.17689129574957,27.790673265406106,13.11741826607983,False
2026-05-27 13:52:21.371230,LEGACY-SRV-02,29.046289187043975,65.14810597657146,32.96821817113858,25.7032901890926,False
2026-05-27 13:52:21.371230,MAINFRAME-A,53.00105028605036,55.342108172405986,24.659033319039125,23.234201643933126,False
2026-05-27 13:52:21.371230,DB-CLUSTER-03,39.81570106568657,68.71804229029172,23.90168685353717,25.571477714610168,False
2026-05-27 14:07:21.371230,LEGACY-SRV-01,44.29884335813878,58.989792724560616,30.879622195973077,16.973057629263167,False
2026-05-27 14:07:21.371230,LEGACY-SRV-02,55.22654377651933,58.768078965896166,26.277622733816607,23.770940691757655,False
2026-05-27 14:07:21.371230,MAINFRAME-A,92.93310920779875,62.210929937839275,30.511974190125603,22.611345992769195,True
2026-05-27 14:07:21.371230,DB-CLUSTER-03,32.20990950068678,59.58537138825494,19.98499075378888,22.694137369233527,False
2026-05-27 14:22:21.371230,LEGACY-SRV-01,30.08352191317319,50.96920384099456,36.709951130901096,19.194355625420638,False
2026-05-27 14:22:21.371230,LEGACY-SRV-02,23.15022576034555,57.99204514727581,27.2224284589265,19.872464205460293,False
2026-05-27 14:22:21.371230,MAINFRAME-A,51.36307153092099,53.01575038826645,34.373507230339534,19.541979209361408,False
2026-05-27 14:22:21.371230,DB-CLUSTER-03,51.66422735561648,55.069643625588974,38.299162251941745,30.375279723740128,False
2026-05-27 14:37:21.371230,LEGACY-SRV-01,45.63590882442411,58.690619822904814,22.454573082946496,24.814471983200576,False
2026-05-27 14:37:21.371230,LEGACY-SRV-02,34.85369095001522,62.832652096981086,26.57809516011988,19.70330883273648,False
2026-05-27 14:37:21.371230,MAINFRAME-A,28.774814873144944,69.0505684535361,28.980796766103957,18.446653619222324,False
2026-05-27 14:37:21.371230,DB-CLUSTER-03,41.13115738539163,45.71626444716609,27.166949757838687,17.15516581034387,False
2026-05-27 14:52:21.371230,LEGACY-SRV-01,42.59269021055861,83.33746729200153,28.421902911375984,18.19686008510584,False
2026-05-27 14:52:21.371230,LEGACY-SRV-02,93.58701143753302,52.72344999024758,28.948112823369218,16.38227451096917,True
2026-05-27 14:52:21.371230,MAINFRAME-A,60.43350654795555,55.851050795363214,35.670370049592805,23.48262869560423,False
2026-05-27 14:52:21.371230,DB-CLUSTER-03,89.53326294236525,63.31736254097798,31.537733158262153,24.397901525292983,False
2026-05-27 15:07:21.371230,LEGACY-SRV-01,28.44846449162876,54.20622880879959,21.063316814981853,19.854499348150437,False
2026-05-27 15:07:21.371230,LEGACY-SRV-02,41.09166609010481,47.061906368226566,32.17380419008735,18.83931901555208,False
2026-05-27 15:07:21.371230,MAINFRAME-A,43.37342255474012,52.47197552610417,22.760236766018473,30.651319678074877,False
2026-05-27 15:07:21.371230,DB-CLUSTER-03,43.380972376727875,55.47629562110465,28.421521797359915,16.877776334518142,False
